Name,Year,Weight
Gold Ahoy!,2014,1.33
Pizza XXL,2014,1.33
Bravest Warriors Co-operative Dice Game,2014,1.33
Celestia,2015,1.33
Flick 'em Up!,2015,1.33
Mmm!,2015,1.33
Bang! The Dice Game: The Walking Dead,2015,1.33
My First Bohnanza,2015,1.33
Stinker,2015,1.33
De Slimste Mens ter Wereld: Het Bordspel,2015,1.33
Monsters vs. Heroes: Victorian Nightmares,2015,1.33
Schrödinger's Cats,2015,1.33
Wipers Salient,2015,1.33
Munchkin Christmas Lite,2015,1.33
Adventure Time Card Wars: Ice King vs. Marceline,2015,1.33
Rights,2015,1.33
Slap .45,2015,1.33
Aye. Dark Overlord! The Green Box,2015,1.33
Fram R'lyeh,2015,1.33
Cabaret,2015,1.33
Rush Hour Shift,2015,1.33
You're Fired!,2015,1.33
Divorce! The Game,2015,1.33
The King's Men,2015,1.33
Awesome Kingdom: The Tower of Hateskull,2015,1.33
Do Not Forsake Me (Oh My Darling),2015,1.33
Flip Hue,2015,1.33
Icarus,2015,1.33
Unpub: The Unpublished Card Game,2015,1.33
Wordariffic,2015,1.33
Barking Up The Wrong Tree,2015,1.33
Motto,2015,1.33
Bad Beets,2015,1.33
The Princess Bride: Miracle Pill,2015,1.33
Hogger Logger,2015,1.33
Loża Szyderców,2015,1.33
Deck Building: The Deck Building Game,2015,1.33
Peasant Buffet,2015,1.33
Black-Handed Henry's Potion Party,2015,1.33
Wikipedia: The Game About Everything,2015,1.33
Grand Bazaar,2015,1.33
Spyfall 2,2016,1.33
Dice Stars,2016,1.33
HMS Dolores,2016,1.33
Krazy Wordz,2016,1.33
Skull King: Das Würfelspiel,2016,1.33
Expedition: The Roleplaying Card Game,2016,1.33
Lost in R'lyeh,2016,1.33
Dark Deeds,2016,1.33
The Lion Guard: Protect the Pride Lands,2016,1.33
Barnyard Roundup,2016,1.33
Rabbit Rally,2016,1.33
Blend Off!,2016,1.33
London After Midnight 2: Sherlock in Hell,2016,1.33
Brix,2016,1.33
Dragons & Chickens,2016,1.33
Mystery,2016,1.33
The Bogey,2016,1.33
Captain Dice (キャプテンダイス),2016,1.33
Tallinn,2016,1.33
You Gotta Be Kitten Me!,2016,1.33
Private Die,2016,1.33
DETHRONED: The Real-Time Combat Card Game,2016,1.33
Dice Bazaar,2016,1.33
Jungle Party,2016,1.33
San. Ni. Ichi,2016,1.33
Wongamania: Banana Economy,2016,1.33
Danger! Danger! Dinosaur,2016,1.33
Scuba,2016,1.33
Super Hack Override,2016,1.33
Mad Libs: The Game,2016,1.33
Monopoly: Ultimate Banking,2016,1.33
World Championship Russian Roulette,2017,1.33
The Game: Face to Face,2017,1.33
Castles of Caladale,2017,1.33
Banned Words,2017,1.33
Problem Picnic: Attack of the Ants,2017,1.33
Troika,2017,1.33
Doodle Rush,2017,1.33
Merchants of Muziris,2017,1.33
Tricks and the Phantom,2017,1.33
Veggie Garden,2017,1.33
Forest of Fate,2017,1.33
Mistkäfer,2017,1.33
Pirate 21,2017,1.33
Jedzie pociąg z daleka,2017,1.33
Dome Crushers,2017,1.33
Guildes,2017,1.33
Star Maps,2017,1.33
Landed,2017,1.33
Catham City,2017,1.33
Keys to the Castle,2017,1.33
Queen of the Hill,2017,1.33
Deckscape: Demo,2017,1.33
Rewordable,2017,1.33
Samurai Vassal,2017,1.33
Grumpf,2017,1.33
Crazier Eights: Camelot,2017,1.33
¡Ruiz!,2017,1.33
Rollers Deluxe,2017,1.33
Don't Mess with Cthulhu Deluxe,2018,1.33
Lighthouse Run,2018,1.33
Gravity Warfare,2018,1.33
Team UP!,2018,1.33
Orc-lympics,2018,1.33
Carreau,2018,1.33
Exchange,2018,1.33
Mini DiverCity,2018,1.33
La Petite Mort,2018,1.33
Wurst Case Scenario,2018,1.33
Get the MacGuffin,2018,1.33
Douro 1872,2018,1.33
Christmas Lights: A Card Game,2018,1.33
¡MÍA!,2018,1.33
Rolnicy,2018,1.33
Match Up! Food,2018,1.33
Card Capture,2018,1.33
Doxie Dash,2018,1.33
Castles of Caleira,2018,1.33
Loser,2018,1.33
Werebeasts,2018,1.33
Red Panda,2018,1.33
GrimmoiR,2018,1.33
Goblin Grapple,2018,1.33
Grand Dog Park,2018,1.33
Wannabe Football,2018,1.33
Black Skull Island,2018,1.33
Monopoly: Game of Thrones,2018,1.33
Monopoly Cheaters Edition,2018,1.33
DOS,2018,1.33
The Mind Extreme,2019,1.33
The Towers of Arkhanos,2019,1.33
Sherlock: Don's Legacy,2019,1.33
ClipCut Parks,2019,1.33
Filler,2019,1.33
One Night Ultimate Super Villains,2019,1.33
Opale,2019,1.33
Odyseja,2019,1.33
Hierarchy,2019,1.33
Fluttering Souls,2019,1.33
Bees: The Secret Kingdom,2019,1.33
Rolled West,2019,1.33
Dust in the Wings,2019,1.33
Jumanji Fluxx,2019,1.33
Bahamas,2019,1.33
Mint Condition Comics,2019,1.33
Boss Quest,2019,1.33
Airborne In Your Pocket,2019,1.33
Tanuki Market,2019,1.33
Sojourn,2019,1.33
Among Thieves,2019,1.33
Pumpkin Patch: Bad Seeds,2019,1.33
LANTERN,2019,1.33
¡Desplumados!,2019,1.33
El Maestro,2019,1.33
Mice To Meet You,2019,1.33
11:59,2019,1.33
Evidence,2019,1.33
Vintage Racers,2019,1.33
World Shapers,2019,1.33
Alice's Garden,2020,1.33
Poetry for Neanderthals,2020,1.33
The Alpha,2020,1.33
Kraken Attack!,2020,1.33
LOTS: A Competitive Tower Building Game,2020,1.33
Sebastian Fitzek Safehouse Würfelspiel,2020,1.33
Disney Hocus Pocus: The Game,2020,1.33
Valknut,2020,1.33
Open Ocean,2020,1.33
Marvel Battleworld,2020,1.33
Rambo: The Board Game - First Blood,2020,1.33
Kōhaku,2021,1.33
Feed the Kraken,2021,1.33
Sequence,1982,1.34
Ausbrecher AG,1985,1.34
20 Questions,1988,1.34
Relationship Tightrope,1999,1.34
Vampire,2000,1.34
10 Days in Europe,2002,1.34
Unexpected Treasures,2002,1.34
Mission Command Air,2003,1.34
Rukshuk,2006,1.34
Archaeology: The Card Game,2007,1.34
The Princess Bride: Storming the Castle,2008,1.34
A Fistful of Penguins,2011,1.34
Noah,2012,1.34
Lost Legacy: Flying Garden,2014,1.34
Saboteur: The Duel,2014,1.34
Codenames: Duet,2017,1.34
Trails of Tucana,2019,1.34
The Great Balloon Race,1991,1.35
The Big Cheese,1998,1.35
Renfield,1999,1.35
Sphinx,1999,1.35
Knatsch,2000,1.35
TransAmerica,2001,1.35
X-Bugs,2001,1.35
Isis & Osiris,2001,1.35
Bakari,2002,1.35
Fish Eat Fish,2003,1.35
Word Jam,2004,1.35
Ausgerechnet Uppsala,2006,1.35
Diabolo,2006,1.35
Monty Python Fluxx,2008,1.35
Big Points,2008,1.35
22 Pommes,2009,1.35
Cyrano,2010,1.35
Big Five,2010,1.35
Charly,2010,1.35
Let's Take a Hike,2011,1.35
Ghost Blitz: 5 to 12,2013,1.35
This Town Ain't Big Enough for the 2-4 of Us,2014,1.35
Dead Man's Draw,2015,1.35
GoodCritters,2018,1.35
Via Magica,2020,1.35
Contraband,1950,1.36
Stadium Checkers,1952,1.36
Grand Prix,1975,1.36
Lügenbeutel,1978,1.36
Cats' Mansion,1984,1.36
Fireball Island,1986,1.36
Ave Caesar,1989,1.36
Anybody's Guess,1990,1.36
Visual Game,1991,1.36
The Gothic Game,1992,1.36
Die Schlacht der Dinosaurier,1993,1.36
Electronic Talking Mystery Mansion,1995,1.36
Scum: The Food Chain Game,1996,1.36
Ramses II,1997,1.36
Instinct,1998,1.36
Nicht die Bohne!,1999,1.36
Star Wars Episode I: Customizable Card Game,1999,1.36
Hexen Rennen,2001,1.36
Squint,2002,1.36
Imagem & Ação 2,2002,1.36
Maya Madness,2003,1.36
Polterdice,2003,1.36
Magdar,2003,1.36
Liar!,2005,1.36
Pimp: The Backhanding,2005,1.36
Pokémon Trading Figure Game,2006,1.36
The Game of Life: Twists & Turns,2007,1.36
The Origin of Expressions,2007,1.36
Hero: Immortal King - The Infernal Forge,2007,1.36
Covert Action,2007,1.36
Piece o' Cake,2008,1.36
Yetisburg: Titanic Battles in History. Vol. 1,2008,1.36
Relic Raiders: Haunted Ruins,2008,1.36
Partini,2008,1.36
Creationary,2009,1.36
Sitting Ducks Deluxe,2009,1.36
Ogre Castle,2009,1.36
Connect 4x4,2009,1.36
10 Days in the Americas,2010,1.36
Trivial Pursuit: Master Edition,2010,1.36
Little Devils,2012,1.36
Caesar's War: The Conquest of Gaul. 58-52 BC,2012,1.36
La Boca,2013,1.36
You Suck,2013,1.36
Zogar's Gaze,2013,1.36
Catan Junior,2014,1.36
Pie Factory,2014,1.36
BUS,2015,1.36
Adventure Time Fluxx,2015,1.36
Pingo Pingo,2015,1.36
TROLL,2015,1.36
Just Desserts,2015,1.36
Baby Blues,2015,1.36
Star Patrol: Carrier Commander,2015,1.36
Welcome Back to the Dungeon,2016,1.36
World Monuments,2016,1.36
Avignon: A Clash of Popes,2016,1.36
OrganATTACK!,2016,1.36
Frogriders,2017,1.36
Zombie Tsunami,2017,1.36
Pictomania (Second Edition),2018,1.36
Spirits of the Forest,2018,1.36
Rising for the Throne,2018,1.36
GROWL,2019,1.36
A Question of Scruples,1984,1.37
Labyrinth,1986,1.37
Thunder Road,1986,1.37
Chaos Marauders,1987,1.37
Tribond,1989,1.37
Oodles,1992,1.37
Mamma Mia!,1998,1.37
Brawl,1999,1.37
Ultimate Outburst,1999,1.37
The Simpsons Trivia Game,2000,1.37
Unexploded Cow,2001,1.37
The Game of Life: A Jedi's Path,2002,1.37
kuuduk,2003,1.37
Stack Market,2004,1.37
Backpacker,2004,1.37
Kinder Bunnies: Their First Adventure,2005,1.37
Marrakech,2007,1.37
Pyramid of Pengqueen,2008,1.37
Showtime Hanoi,2008,1.37
Scary Tales: Little Red vs. Pinocchio,2009,1.37
Take It or Leave It,2010,1.37
Rondo,2012,1.37
Qwinto,2015,1.37
Ion: A Compound Building Game,2015,1.37
Sjörövarön,1955,1.38
International Movie Maker,1968,1.38
Air Charter,1970,1.38
Letra-Mix,1977,1.38
Stomp!,1978,1.38
Naval War,1979,1.38
Hoax,1981,1.38
Rubik's Flip,1981,1.38
Blue Marble,1982,1.38
Scattergories,1988,1.38
Adverteasing,1988,1.38
Igel Ärgern,1990,1.38
Tutankhamen's Revenge,1990,1.38
Astrotime,1990,1.38
Loot,1992,1.38
Viva Pamplona!,1992,1.38
Once Upon a Time: The Storytelling Card Game,1993,1.38
Plague & Pestilence,1993,1.38
Klondike,1993,1.38
Jupiter,1993,1.38
Olympia 2000 (v. Chr.),1994,1.38
Life on the Farm Board Game,1996,1.38
Men Are from Mars. Women Are from Venus,1998,1.38
Phase 10 Masters Edition,2001,1.38
Bombay Bazar,2001,1.38
Malta Convoy: Operation Pedestal,2001,1.38
Thor,2002,1.38
Spite & Malice,2002,1.38
Sahara,2002,1.38
Scene It?: The DVD Movie Game,2002,1.38
10 Days in Africa,2003,1.38
Portable Adventures: Lair of the Rat-King,2003,1.38
Neopets: Adventures in Neopia,2003,1.38
Simpsons Trading Card Game,2003,1.38
Dinosaur Dice,2004,1.38
Ausgerechnet Buxtehude,2005,1.38
Red Hot Silly Dragon,2005,1.38
Gone Fishing!,2005,1.38
Apples to Apples: Bible Edition,2006,1.38
Disorder,2006,1.38
Prawo Dżungli,2007,1.38
GUBS: A Game of Wit and Luck,2007,1.38
Numbers League: Adventures in Addiplication,2007,1.38
Party & Co: Original,2007,1.38
Stoplights,2007,1.38
Camp,2007,1.38
Five Little Monkeys Jumping on the Bed,2007,1.38
Los Banditos,2008,1.38
Phase 10 Master,2008,1.38
Q•bitz,2009,1.38
Politix,2009,1.38
Mees. kes teadis ussisõnu,2009,1.38
Pirate Code,2009,1.38
Dragonheart,2010,1.38
Pig 10,2010,1.38
Zombie in My Pocket,2010,1.38
Cinco,2010,1.38
Tales & Games: The Hare & the Tortoise,2011,1.38
Help Me!,2011,1.38
Stalag 17,2011,1.38
Sky Tango,2012,1.38
Codinca,2012,1.38
Mythe,2012,1.38
(Your Name Here) and the Argonauts,2012,1.38
Kill the Overlord,2012,1.38
DTC,2012,1.38
Air King,2012,1.38
Zombies!!! The Card Game,2012,1.38
Donburiko,2013,1.38
Story War,2013,1.38
Marrying Mr. Darcy,2014,1.38
Lost Legacy: Binbo Tantei to Inbo no Shiro,2014,1.38
Días de Radio,2014,1.38
Dungeon Busters,2014,1.38
Prime Climb,2014,1.38
Templar Intrigue,2014,1.38
Texas Showdown,2015,1.38
Daxu,2015,1.38
The Little Prince: Rising to the Stars,2015,1.38
Keep,2015,1.38
Karnivore Koala,2015,1.38
GemPacked Cards,2015,1.38
Waroong Wars,2015,1.38
Monkeys Need Love Too,2015,1.38
The Game: Extreme,2016,1.38
Dungeons & Dragons: Rock Paper Wizard,2016,1.38
Dreams,2016,1.38
100 Swords: The Red Dragon's Dungeon,2016,1.38
Mondrian: The Dice Game,2016,1.38
Monstrous,2016,1.38
Flip Ships,2017,1.38
Legendary Forests,2017,1.38
Schummel Hummel,2017,1.38
3 Secrets,2017,1.38
Fairy Tile,2018,1.38
Most Wanted,2018,1.38
Noctiluca,2019,1.38
One Key,2019,1.38
Billionaire,1973,1.39
Razzia,1992,1.39
1000 Blank White Cards,1996,1.39
Fluxx,1997,1.39
Space Beans,1999,1.39
Anno Domini: Flopps,2001,1.39
Clocktowers,2004,1.39
Adam & Eva,2004,1.39
Berserker Halflings from the Dungeon of Dragons,2005,1.39
Jericho,2006,1.39
Ca$h 'n Gun$: Live,2007,1.39
FITS,2009,1.39
Word on the Street,2009,1.39
Hey Waiter!,2010,1.39
Nosferatu,2013,1.39
One Night Ultimate Werewolf,2014,1.39
Desperados of Dice Town,2014,1.39
Best Treehouse Ever,2015,1.39
Rush & Bash,2015,1.39
Evil Genius: Deathray,2015,1.39
Kismet,1963,1.4
The Newlywed Game,1967,1.4
Mind Maze,1970,1.4
Manhunt,1972,1.4
The Inventors,1974,1.4
Whosit?,1976,1.4
Full House,1979,1.4
Touché,1979,1.4
Hot Spot,1979,1.4
Deflection,1981,1.4
Frogger,1981,1.4
Scotland Yard,1982,1.4
Tricky Fingers,1982,1.4
Super Rack-O,1983,1.4
G.I. Joe Commando Attack,1985,1.4
Werewolf,1986,1.4
Seaside Frolics,1986,1.4
Doorways to Adventure,1986,1.4
Go For It!,1986,1.4
Boggle Bowl,1987,1.4
Legend of Heroes,1987,1.4
Tri-Virsity,1988,1.4
Backwords,1988,1.4
Spices of the World,1988,1.4
Boggle Jr.,1988,1.4
Academia,1989,1.4
New York. New York,1989,1.4
The Batman Game,1989,1.4
Robin Hood,1990,1.4
The Dick Tracy Game,1990,1.4
On Assignment with National Geographic,1990,1.4
Bibleopoly,1991,1.4
Crash!,1992,1.4
Bram Stoker's Dracula: The Board Game,1992,1.4
13 Dead End Drive,1993,1.4
Peg Poker,1993,1.4
Category Game,1994,1.4
Snowstorm,1994,1.4
Channel Surfing,1994,1.4
Stockers!,1995,1.4
Vier zu mir!,1996,1.4
Goosebumps: One Day at Horrorland Game,1996,1.4
Syzygy,1997,1.4
Dragon Hunt,1997,1.4
No Bluff!,1997,1.4
The Lord of the Rings Tarot Deck and Card Game,1997,1.4
Jumbo Grand Prix,1998,1.4
Anno Domini: Sport,2000,1.4
Mausoleum,2000,1.4
Mad Scientist,2000,1.4
Pirate's Treasure,2001,1.4
The Simpsons: LOSER Takes All!,2001,1.4
Too Many Cooks,2002,1.4
Battleship: Star Wars Advanced Mission,2002,1.4
Ice Lake,2002,1.4
Eye of Horus,2002,1.4
Totally Gross,2002,1.4
10 Days in the USA,2003,1.4
Smarty Party!,2003,1.4
The 90's Game,2003,1.4
Mission Command Land,2003,1.4
Neopets TCG,2003,1.4
Ghettopoly,2003,1.4
The Haunting House,2003,1.4
Typo,2004,1.4
Windschatten,2004,1.4
Exago,2004,1.4
Project Pornstar,2004,1.4
Dungeonville,2004,1.4
Stratego: Star Wars Saga Edition,2005,1.4
Quest Cards,2005,1.4
Scene It? Sports powered by ESPN,2005,1.4
Deluxe Dirty Minds,2005,1.4
XIG: The Four Elements,2005,1.4
Secrets of the Sea,2006,1.4
Cover Up,2006,1.4
WrestAngel,2006,1.4
CSI: Senses,2006,1.4
Twisted Fish,2006,1.4
Dart Wars,2006,1.4
Eragon,2006,1.4
Felicity: The Cat in the Sack,2007,1.4
Cranium WOW,2007,1.4
Anno Domini: Wort Schrift Buch,2007,1.4
Jetsetters,2007,1.4
Formuła 1,2007,1.4
Walk the Plank,2007,1.4
Wypas,2007,1.4
Paul Koenig's D-Day: The American Beaches,2008,1.4
Level Up,2008,1.4
Total Soccer,2008,1.4
Castellers,2008,1.4
On Top,2008,1.4
Battleship: The Tactical Combat Game,2008,1.4
Verflixxt! kompakt,2009,1.4
Kleine Magier,2009,1.4
Miksi juuri Mäntsälä...?,2009,1.4
Elements,2010,1.4
Caminos,2010,1.4
The King Commands,2010,1.4
Orient Bazaar,2010,1.4
Paradisio,2010,1.4
Hide and Eeek!,2010,1.4
High School Drama: Varsity Edition,2010,1.4
Bra$ilis,2010,1.4
Avatar: The Board Game,2010,1.4
Tuareg,2011,1.4
Rush Hour Scramble,2011,1.4
Pharaoh Code,2011,1.4
Chocoly,2011,1.4
8-Bit Invaders,2011,1.4
Dabble,2011,1.4
Pathagon,2011,1.4
Kabaleo,2011,1.4
Super Big Boggle,2012,1.4
Pass-Ackwords,2012,1.4
The Big Fat Tomato Game,2012,1.4
The Hobbit: An Unexpected Journey - Das Kartenspiel,2012,1.4
Peek-a-Boo!,2012,1.4
The Witches of Blackmore,2012,1.4
Concept,2013,1.4
Council of Verona,2013,1.4
Elevenses,2013,1.4
The Quiet Year,2013,1.4
Mob Town,2013,1.4
Atacama,2013,1.4
Alarm!,2013,1.4
Aliens vs. Zombies,2013,1.4
Migrato,2013,1.4
Linko!,2014,1.4
Doodle City,2014,1.4
Prohis,2014,1.4
Dragon Punch,2014,1.4
Micro Rome,2014,1.4
Constructo,2014,1.4
Villannex,2014,1.4
Aztack,2014,1.4
Doughnut Drive-Thru,2015,1.4
Wok on Fire,2015,1.4
Space Planets,2015,1.4
Of Dungeons Deep! (Second Edition),2015,1.4
Silly Shenanigans,2015,1.4
RallyRas,2015,1.4
Ugah Ugah!,2015,1.4
F**k. The game,2015,1.4
Knee Jerk,2015,1.4
Avenue,2016,1.4
Ominoes,2016,1.4
Qwixx: Das Duell,2016,1.4
The Pyramid's Deadline,2016,1.4
Constantinople,2016,1.4
QANGO,2016,1.4
J'Accuse!,2016,1.4
Devils & Black Sheep,2016,1.4
Lady Richmond: Ein erzocktes Erbe,2016,1.4
Rick and Morty: Mr. Meeseeks' Box o' Fun Dice and Dares Game,2016,1.4
Secrets,2017,1.4
Dracula's Feast,2017,1.4
Lazer Ryderz,2017,1.4
Dungeon of Mandom VIII,2017,1.4
Dark Is the Night,2017,1.4
BIOTIX,2017,1.4
Jackal Archipelago,2017,1.4
Bitskrieg,2017,1.4
Cosmic Factory,2018,1.4
Stuffed,2018,1.4
Cat Rescue,2018,1.4
Narabi,2018,1.4
Squadro,2018,1.4
Streaming,2018,1.4
Highlander: The Board Game,2018,1.4
Supertall,2018,1.4
Penguin Brawl: Heroes of Pentarctica,2018,1.4
Isidore,2018,1.4
Bloom,2019,1.4
Shy Monsters,2019,1.4
Kauchuk,2019,1.4
Rolling Village!,2019,1.4
Planecrafters,2019,1.4
Mini-Mutabo,2019,1.4
Glory,2019,1.4
Alien 51: El ascensor,2019,1.4
Lost Cities: Auf Schatzsuche,2019,1.4
Paradox University,2019,1.4
Wakanda Forever,2019,1.4
Superlemming,2019,1.4
Truffle Shuffle,2020,1.4
Board Royale: The Island,2020,1.4
Scape Goat,2020,1.4
Space Lunch,2020,1.4
Space Battle Lunchtime Card Game,2020,1.4
Scrabble Junior,1958,1.41
Lie. Cheat & Steal,1971,1.41
Continuo,1982,1.41
Elixir,1987,1.41
Career Poker,1988,1.41
En Garde,1993,1.41
Target,1997,1.41
Anno Domini: Sex & Crime,1998,1.41
Bongo!,2000,1.41
Busen Memo,2001,1.41
VisualEyes,2003,1.41
Tanz der Hornochsen!,2004,1.41
Trivial Pursuit: 90's Time Capsule Edition,2004,1.41
Trans Europa,2005,1.41
Treasures & Traps,2006,1.41
Dead Money,2006,1.41
Megastar,2006,1.41
Little Italy,2007,1.41
Looting London,2008,1.41
Mosaix,2009,1.41
Toe-to-Toe Nu'klr Combat with the Rooskies,2010,1.41
Dungeon Raiders,2011,1.41
Coup,2012,1.41
Castro,2013,1.41
Dragon Run,2014,1.41
Batman Fluxx,2015,1.41
Raise Your Goblets,2016,1.41
Campy Creatures,2017,1.41
Explore Europe,1954,1.42
Hotel Tycoon,1974,1.42
Black Spy,1981,1.42
Trust Me,1981,1.42
Balderdash,1984,1.42
Flux,1986,1.42
Therapy,1986,1.42
Electronic Talking Battleship,1989,1.42
Tabula,1990,1.42
Car Wars: The Card Game,1991,1.42
Monopoly: European Edition,1991,1.42
Safari Jack,1998,1.42
Chez Geek,1999,1.42
Spinergy,2000,1.42
Lift Off,2000,1.42
Dice Run,2002,1.42
Hear Me Out,2002,1.42
Linq,2004,1.42
Quoridor Kid,2004,1.42
Forbidden,2004,1.42
Metallurgie,2004,1.42
My Dwarves Fly,2004,1.42
Warriors,2004,1.42
Warumono 2,2005,1.42
You Must Be an Idiot!,2005,1.42
Scene It? Friends,2005,1.42
Hart an der Grenze,2006,1.42
Quietville,2006,1.42
Scurvy Musketeers of the Spanish Main,2006,1.42
Teraforming,2006,1.42
Kragmortha,2007,1.42
Hero: Immortal King - The Den of Dementia,2007,1.42
Black Sheep,2008,1.42
Burgen Land,2008,1.42
The Looney Bin,2008,1.42
Mystery Rummy: Escape from Alcatraz,2009,1.42
Trader,2009,1.42
Hippos & Crocodiles,2009,1.42
Labyrinth: The Duel,2009,1.42
Scene It? The Simpsons Deluxe Edition,2009,1.42
Sneaks & Snitches,2010,1.42
It Happens..,2010,1.42
Scrabble Flash,2010,1.42
Gold Mine,2010,1.42
Pirate Fluxx,2011,1.42
Heroica: Fortaan,2011,1.42
Tsuro of the Seas,2012,1.42
PIX,2012,1.42
Naval War of 1812,2012,1.42
The Hobbit Card Game,2012,1.42
Cardline: Globetrotter,2013,1.42
Ghooost!,2013,1.42
Clue,2013,1.42
Bounce-Off,2013,1.42
Beasty Bar,2014,1.42
Ninja Taisen,2014,1.42
Dragonwood,2015,1.42
Hack Trick,2015,1.42
Siggil,2015,1.42
Gipfelkraxler,2015,1.42
Mafia. cosa di capo,2015,1.42
Zany Penguins,2016,1.42
Trash Pandas,2017,1.42
Zombie Kidz Evolution,2018,1.42
Village Pillage,2019,1.42
Mapmaker: The Gerrymandering Game,2019,1.42
Fire in the Library,2019,1.42
Dungeon Drop,2020,1.42
Park and Shop,1950,1.43
Tri-Ominos,1965,1.43
Landslide,1971,1.43
Lose Your Shirt,1976,1.43
Snit's Revenge!,1977,1.43
Carrier Strike!,1977,1.43
Viking Gods,1982,1.43
Jurassic Park Game,1993,1.43
Travel Sequence,1994,1.43
Knights of Charlemagne,1995,1.43
Tricks,1995,1.43
Rules of the Game,1995,1.43
Olé!,1996,1.43
Bleeding Sherwood,1996,1.43
Quiddler,1998,1.43
Cat Blues,1998,1.43
Cranium,1998,1.43
Gold Digger,1998,1.43
Star Wars: Episode 1 - Clash of the Lightsabers,1999,1.43
Pi mal Daumen,1999,1.43
Dvorak,2000,1.43
Auf falscher Fährte,2001,1.43
Battle of the Bands,2001,1.43
The Lord of the Rings: The Fellowship of the Ring,2002,1.43
The Lord of the Rings Labyrinth,2003,1.43
Knowing Me Knowing You,2003,1.43
Lucky Loop,2003,1.43
Redneck Life,2003,1.43
Chez Goth,2004,1.43
Ostrakon,2004,1.43
G.I. Joe TCG,2004,1.43
Giza,2005,1.43
Liebrary,2005,1.43
Dancing Dragons,2005,1.43
Scavenger Hunt,2005,1.43
Sushi Express,2005,1.43
Doctor Who: The Interactive Electronic Board Game,2005,1.43
Monopoly: Disney/Pixar,2005,1.43
Relikt,2006,1.43
Zatre: Das Kartenspiel,2006,1.43
Skullduggery,2006,1.43
10 Days in Asia,2007,1.43
Micro Mutants: Evolution,2007,1.43
Inwigilacja,2007,1.43
Sixis,2008,1.43
Castle Builders,2008,1.43
Goblin Slayer,2008,1.43
Playbook Football,2008,1.43
String Railway,2009,1.43
Mamma Mia! Plus,2009,1.43
Lemming Mafia,2009,1.43
Giro D'Italia Card Game,2009,1.43
Niche,2009,1.43
Mindflex,2009,1.43
Fauna Junior,2010,1.43
Scattergories Categories,2010,1.43
Funfair,2010,1.43
Launch Pad,2010,1.43
U-Build Battleship,2010,1.43
Extra!,2011,1.43
Home Sweet Home,2011,1.43
Oz,2011,1.43
Scotland Yard: Hunting Mister X,2011,1.43
Miss Lupun…und das Geheimnis der Zahlen,2011,1.43
Uno Roboto,2011,1.43
The Bridge to Treasure Cave,2011,1.43
Take-Back-Toe,2011,1.43
For Fame & Fortune,2011,1.43
Channel A,2012,1.43
Spinnengift und Krötenschleim,2012,1.43
If I'm Going Down...,2012,1.43
The Hobbit: An Unexpected Journey,2012,1.43
Genegrafter,2012,1.43
Redshirts,2012,1.43
Two Rooms and a Boom,2013,1.43
Clubs,2013,1.43
Complots,2013,1.43
Pasha,2013,1.43
The Cook-off,2013,1.43
Pan  T'es Mort,2013,1.43
Antimatter Matters,2013,1.43
Dragon's Hoard,2014,1.43
Hunters of Arcfall,2014,1.43
McJohny's,2014,1.43
One Night Ultimate Werewolf Daybreak,2015,1.43
Brick Party,2015,1.43
HUE,2015,1.43
Mouse Guard: Swords & Strongholds,2015,1.43
Stuff and Nonsense,2015,1.43
SCAPE,2015,1.43
Attila,2015,1.43
Gierki Małżeńskie,2015,1.43
Monopoly: Game of Thrones Collector's Edition,2015,1.43
Ticket to Ride: First Journey (U.S.),2016,1.43
Ghost Blitz: Spooky Doo,2016,1.43
Tales & Games: The Pied Piper,2016,1.43
100 Swords: The Blue Mammoth's Dungeon,2016,1.43
Downsize,2016,1.43
No Game Over,2016,1.43
New York Slice,2017,1.43
Visitor in Blackwood Grove,2017,1.43
Chemistry Fluxx,2017,1.43
Munchkin Rick and Morty,2017,1.43
Battle Kittens,2017,1.43
Wanted 7,2017,1.43
Penny Papers Adventures: The Temple of Apikhabou,2018,1.43
Lost Cities: To Go,2018,1.43
Ya Blew It!,2018,1.43
Copenhagen: Roll & Write,2019,1.43
Dragon Keepers,2019,1.43
Kami,2019,1.43
Zombie Teenz Evolution,2020,1.43
Master Word,2020,1.43
Mint Cooperative,2020,1.43
Totemic,2020,1.43
Nuclear War,1965,1.44
Exploration,1967,1.44
Alaska,1979,1.44
Public Assistance,1980,1.44
Geld & Börse,1987,1.44
Spider Wars,1988,1.44
Crash Canyon,1989,1.44
Flying Pirates,1990,1.44
The Classic Dungeon,1992,1.44
UNO Rummy-Up,1993,1.44
Super Deck!,1994,1.44
Mystery on the Nile,1996,1.44
Haste Worte?,1997,1.44
Ebola Monkey Hunt,1998,1.44
Harry Potter and the Sorcerer's Stone Trivia Game,2000,1.44
X-Men Trading Card Game,2000,1.44
Who Wants to Be a Millionaire,2000,1.44
Star Wars: Jedi Unleashed,2002,1.44
Spank the Monkey,2003,1.44
Pyramidos,2003,1.44
Rotundo,2005,1.44
Batman Begins: Shadow Assault,2005,1.44
Voltage,2006,1.44
Tomahawk,2006,1.44
Celtica,2006,1.44
Recess!,2006,1.44
Zombie Fluxx,2007,1.44
Bulp!,2007,1.44
Globalissimo,2008,1.44
Rappakalja Extreme,2008,1.44
Martian Fluxx,2009,1.44
Morgan's a' Comin'!,2009,1.44
African Park,2009,1.44
Mord im Arosa,2010,1.44
