Name,Year,Weight
Crows,2010,1.9
21 Motines,2011,1.9
Goblins: Epic Death,2011,1.9
Saint Malo,2012,1.9
Dominant Species: The Card Game,2012,1.9
Lords of War: Orcs versus Dwarves,2012,1.9
Red White & Blue Racin' Stock Car Action Game,2012,1.9
Four Tribes,2013,1.9
The Valkyrie Incident,2013,1.9
Sellswords,2014,1.9
Star Realms: Colony Wars,2015,1.9
Gothic Doctor,2015,1.9
Hero Realms,2016,1.9
Cottage Garden,2016,1.9
Thief's Market,2016,1.9
Nantucket,2016,1.9
1972: The Lost Phantom,2017,1.9
Metro X,2018,1.9
Megaland,2018,1.9
Mercado,2018,1.9
Nova Luna,2019,1.9
Century: Golem Edition - An Endless World,2020,1.9
APBA Pro Baseball,1951,1.91
Conspiracy,1973,1.91
Armchair Cricket,1981,1.91
Hand and Foot,1982,1.91
Stage II,1985,1.91
Team Yankee,1987,1.91
Cubus,1987,1.91
Caesar & Cleopatra,1997,1.91
Triopoly,1997,1.91
Pokémon Master Trainer,1999,1.91
Carcassonne,2000,1.91
Ebbe & Flut,2000,1.91
Camden,2002,1.91
Der Herr der Ringe: Die Zwei Türme - das Kartenspiel,2002,1.91
AMC Reel Clues,2002,1.91
Cronberg,2003,1.91
Micropul,2004,1.91
Troja,2004,1.91
Trump. Tricks. Game!,2005,1.91
Dragons of Kir,2005,1.91
Die Insel,2005,1.91
Master Labyrinth,2007,1.91
How to Host a Dungeon,2008,1.91
Kahmaté,2008,1.91
Desert Duel: First Alamein,2008,1.91
Alea Iacta Est,2009,1.91
Court of the Medici,2009,1.91
City of Guilds,2009,1.91
Spearpoint 1943,2010,1.91
O Vale dos Monstros,2011,1.91
Off the Dead: Chapitre 1 - Morts à Venice Beach,2011,1.91
Völuspá,2012,1.91
Sukimono,2012,1.91
Shadows over Camelot: The Card Game,2012,1.91
Eaten By Zombies!: In Cahoots,2012,1.91
Blackrock City,2012,1.91
Risk: The Walking Dead - Survival Edition,2013,1.91
Kryptos,2014,1.91
Zombies Keep Out,2014,1.91
Mysterium,2015,1.91
Bullfrogs,2015,1.91
Nautilion,2016,1.91
SOL,2016,1.91
Starving Artists,2017,1.91
Dungeon Time,2017,1.91
Deck Box Dungeons,2018,1.91
Cartographers,2019,1.91
Obscurio,2019,1.91
Minerals,2019,1.91
Marvel United,2020,1.91
Blue Line Hockey,1968,1.92
Napoleon at Waterloo,1971,1.92
Sports Illustrated Baseball,1972,1.92
Austerlitz: The Battle of Three Emperors. 2 December 1805,1972,1.92
Shogun,1976,1.92
King of the Tabletop,1983,1.92
Pennant Race,1983,1.92
Chainsaw Warrior,1987,1.92
Billabong,1992,1.92
Hexxagon,1992,1.92
Manhattan,1994,1.92
Wit's End,1995,1.92
Nyet!,1997,1.92
Quivive,1998,1.92
Carcassonne: Hunters and Gatherers,2002,1.92
Scarab Lords,2002,1.92
Diceland: Deep White Sea,2002,1.92
The Ark of the Covenant,2003,1.92
Richelieu,2003,1.92
Dracula,2003,1.92
Ingenious,2004,1.92
Stargate SG-1,2004,1.92
Castle Merchants,2005,1.92
Xēko Mission: Madagascar,2005,1.92
Ringgz,2005,1.92
Patrician,2007,1.92
Monopoly: Electronic Banking,2007,1.92
Somosierra 1808,2008,1.92
Chaos Isle: Zombi Deck,2008,1.92
TPOC: The Politics of Cannibals,2008,1.92
The Isle of Doctor Necreaux,2009,1.92
Chalons: The Fate of Europe,2010,1.92
Mad Zeppelin,2010,1.92
The Red Dragon Inn 3,2011,1.92
Tahiti,2012,1.92
Waka Waka,2012,1.92
Caro,2012,1.92
Vem aí a Troika,2012,1.92
Super Showdown,2012,1.92
Penny Arcade: Paint The Line ECG - Red Tide,2012,1.92
Miskatonic School for Girls,2012,1.92
Monopoly Millionaire,2012,1.92
Field of Glory: The Card Game,2013,1.92
Hollywood,2013,1.92
Island Siege,2013,1.92
Dwarven Miner,2013,1.92
Monster Mansion,2013,1.92
Carcassonne: Gold Rush,2014,1.92
Cubist,2014,1.92
Ciúb,2014,1.92
Shadow Throne,2014,1.92
Lap Dance,2014,1.92
The Builders: Antiquity,2015,1.92
Dark Seas,2015,1.92
Karmaka,2016,1.92
Minuit. Meurtre en Mer,2017,1.92
DIG,2017,1.92
Enchanters: Overlords,2018,1.92
Gearworks,2018,1.92
Arkon,2018,1.92
Roam,2019,1.92
Robin of Locksley,2019,1.92
Kill The Unicorns,2019,1.92
Inhuman Conditions,2020,1.92
Micro City (Second Edition),2020,1.92
Foundations of Rome,2021,1.92
Invasion of the Air-eaters,1979,1.93
Remember the Alamo!,1982,1.93
DungeonQuest,1985,1.93
Mertwig's Maze,1988,1.93
Clue: The Great Museum Caper,1991,1.93
Dark World,1991,1.93
Tower of the Wizard King,1993,1.93
Caprice,1999,1.93
Girl Genius: The Works,2001,1.93
Gnadenlos!,2001,1.93
Mogul,2002,1.93
Zauberschwert & Drachenei,2003,1.93
The Perfect 10,2003,1.93
Dueling Nobles,2004,1.93
Indus,2004,1.93
Carcassonne: The Discovery,2005,1.93
Control Nut!,2005,1.93
Skybridge,2006,1.93
Monster Mayhem,2007,1.93
Arena: Roma II,2009,1.93
Triumvirate,2009,1.93
Wherewolf,2009,1.93
Junta: Viva el Presidente!,2010,1.93
Pocket Pro Golf,2010,1.93
another damn Civilization game,2011,1.93
Squillo,2012,1.93
Room 25,2013,1.93
Mush! Mush!: Snow Tails 2,2013,1.93
Mayday!Mayday!,2013,1.93
Firefly: Out to the Black,2013,1.93
Coup: Rebellion G54,2014,1.93
Basari: Das Kartenspiel,2014,1.93
NHL Power Play Team-Building Card Game,2014,1.93
Battle for Stalingrad,2014,1.93
Hot Tin Roof,2014,1.93
13 Clues,2016,1.93
Sagrada,2017,1.93
The Quest for El Dorado,2017,1.93
Hostage Negotiator: Crime Wave,2017,1.93
Professor Evil and The Citadel of Time,2017,1.93
Half-Pint Heroes,2017,1.93
Skyward,2017,1.93
Unmatched: Robin Hood vs. Bigfoot,2019,1.93
Aerion,2019,1.93
Periodic: A Game of The Elements,2019,1.93
All The King's Men,1970,1.94
Hare & Tortoise,1973,1.94
War at Sea (Second Edition),1976,1.94
Leningrad,1979,1.94
Quirks,1980,1.94
Ram Speed: Naval Warfare in the Bronze Age,1980,1.94
Bounty Hunter: Shootout at the Saloon,1982,1.94
Quarto,1991,1.94
Stick 'Em,1993,1.94
Intrigue,1994,1.94
Alfapet,1994,1.94
Monopoly: Pokémon,1995,1.94
MLB Showdown,2000,1.94
Message to the Czar,2003,1.94
Trivial Pursuit: The Lord of the Rings Movie Trilogy Collector's Edition,2003,1.94
Lectio,2004,1.94
Duel Masters Trading Card Game,2004,1.94
Ticket to Ride: Europe,2005,1.94
Mall of Horror,2005,1.94
The Nacho Incident,2005,1.94
Trivial Pursuit DVD: Star Wars Saga Edition,2005,1.94
Blokus Trigon,2006,1.94
Expedition Altiplano,2006,1.94
Deluxe Camping,2006,1.94
Garibaldi: The Escape,2007,1.94
The Hanging Gardens,2008,1.94
Stratego (Revised Edition),2008,1.94
Habitat,2008,1.94
El Paso,2009,1.94
Lords of Scotland,2010,1.94
Munchkin Zombies,2011,1.94
IOTA,2012,1.94
Pocket Imperium,2013,1.94
DrunkQuest,2013,1.94
Mars Needs Mechanics,2013,1.94
Star Realms,2014,1.94
North Wind,2014,1.94
Pandánte,2014,1.94
The Grizzled,2015,1.94
Multiuniversum,2016,1.94
Mutant Crops,2016,1.94
Bargain Quest,2017,1.94
The Quacks of Quedlinburg,2018,1.94
Porto,2019,1.94
Stock Market Game,1963,1.95
Kriegspiel,1970,1.95
Samarkand,1980,1.95
Balanx,1993,1.95
Avalam,1996,1.95
Alcatraz,1999,1.95
MotorChamp,2000,1.95
Der Herr der Ringe: Die Gefährten - Das Kartenspiel,2001,1.95
Battlecards: World Conflict - Western European Campaign - Starter Set,2001,1.95
MLB SportsClix,2004,1.95
CSI: Crime Scene Investigation - The Board Game,2004,1.95
Rum & Pirates,2006,1.95
Pink Godzilla Dev Kit,2006,1.95
If Wishes Were Fishes!,2007,1.95
The Good. the Bad. and the Munchkin,2007,1.95
Munchkin Booty,2008,1.95
Battlefields of Olympus,2008,1.95
Aladdin's Dragons,2009,1.95
Catacombs,2010,1.95
Revolver,2011,1.95
Packet Row,2013,1.95
Wooolf!!,2013,1.95
Dungeon Heroes,2013,1.95
Black Fleet,2014,1.95
Run. Fight. or Die!,2014,1.95
Ivor the Engine,2014,1.95
Honshū,2016,1.95
Dragoon,2016,1.95
Snowblind: Race for the Pole,2016,1.95
Pyramids,2017,1.95
Luxor,2018,1.95
Lost Cities: Rivals,2018,1.95
Lucidity: Six-Sided Nightmares,2018,1.95
SHŌBU,2019,1.95
Miyabi,2019,1.95
The Coding,2020,1.95
Um Reifenbreite,1979,1.96
Across Suez: The Battle of the Chinese Farm October 15. 1973,1980,1.96
Dragonmaster,1981,1.96
Scotland Yard,1983,1.96
Battle for Moscow,1986,1.96
Auf Achse,1987,1.96
TV Wars,1987,1.96
MindTrap,1991,1.96
The Rose King,1992,1.96
Pylos,1993,1.96
Condottiere,1995,1.96
Sisimizi,1996,1.96
TurfMaster,1998,1.96
M,2000,1.96
Harry Potter Trading Card Game,2001,1.96
Monopoly: Disney,2001,1.96
Die Fugger,2003,1.96
Razzia!,2004,1.96
Tongiaki: Journey into the Unknown,2004,1.96
Wings of War: Burning Drachens,2005,1.96
Perry Rhodan: The Cosmic League,2007,1.96
Wings of War: The Dawn of World War II,2007,1.96
Antler Island,2007,1.96
Herr der Ziegen,2008,1.96
Humans!!!,2008,1.96
Set Cubed,2008,1.96
Jäger und Sammler,2010,1.96
Doctor Who: The Card Game,2012,1.96
Ascension: Apprentice Edition,2013,1.96
Via Appia,2013,1.96
Expedition: Famous Explorers,2013,1.96
Eminent Domain: Microcosm,2014,1.96
Planes,2014,1.96
Not Alone,2016,1.96
Apotheca,2016,1.96
Tybor the Builder,2017,1.96
Fertility,2018,1.96
Kero,2018,1.96
Pandemic: Hot Zone - North America,2020,1.96
Venture,1969,1.97
Revolt on Antares,1981,1.97
Traverse,1987,1.97
I'm the Boss!,1994,1.97
Manitou,1997,1.97
MindTrap II,1997,1.97
Armadöra,2003,1.97
Paris Paris,2003,1.97
Heroes Incorporated,2004,1.97
Rocketmen: Axis of Evil,2005,1.97
Formula D,2008,1.97
The Castle of the Devil,2010,1.97
Friesematenten,2010,1.97
Quarriors!,2011,1.97
Lady Alice,2012,1.97
The Walking Dead Board Game: The Best Defense,2013,1.97
Airborne Commander,2015,1.97
Legendary Inventors,2016,1.97
Kharnage,2016,1.97
Dice Forge,2017,1.97
Dragon Castle,2017,1.97
Unearth,2017,1.97
Wiz-War,1983,1.98
Battlecars,1983,1.98
Atmosfear: The Harbingers,1995,1.98
Expedition,1996,1.98
N.Y. Chase,1999,1.98
Mordred,1999,1.98
Cave Troll,2002,1.98
Xactika,2002,1.98
Star Wars: Trading Card Game,2002,1.98
The World Cup Game,2006,1.98
Ticket to Ride: Nordic Countries,2007,1.98
Moto Grand Prix,2008,1.98
Takenoko,2011,1.98
Eight-Minute Empire: Legends,2013,1.98
Gaïa,2014,1.98
Capital Lux,2016,1.98
Tortuga 1667,2017,1.98
Azul: Stained Glass of Sintra,2018,1.98
Castle Risk,1986,1.99
Buy Low Sell High,1996,1.99
Carcassonne: The Castle,2003,1.99
Sunken City,2004,1.99
Chronicle,2009,1.99
Paperback,2014,1.99
DungeonQuest Revised Edition,2014,1.99
Hostage Negotiator,2015,1.99
World's Fair 1893,2016,1.99
The Crew: The Quest for Planet Nine,2019,1.99
Bantu,1955,2
Yacht Race,1960,2
Oil: The Great Adventure,1960,2
Summit,1961,2
Scarabeo,1963,2
Breakthru,1965,2
Switchboard,1966,2
Big League Baseball,1967,2
Koffer packen,1967,2
Three Musketeers,1969,2
Chartbuster,1970,2
Orion,1971,2
The Official Dealer McDope Dealing Game,1971,2
Holiday!,1973,2
Drunter und Drüber,1973,2
Columbo Detective Game,1973,2
The Price Is Right,1973,2
Wabanti,1974,2
Face Off,1974,2
Touch and Go,1974,2
Creature Castle,1975,2
Battlegame Book 1: The Wild West,1975,2
Amoeba,1975,2
Battlegame Book 3: Galactic War,1975,2
Kojak Detective Game,1975,2
Quatre Bras: Stalemate on the Brussels Road,1976,2
Supercharge: Battle of El Alamein. October 1942,1976,2
Lankhmar,1976,2
WarpWar,1977,2
Rivets,1977,2
Star Fleet Battle Manual,1977,2
Blizzard of '77 Travel Game,1977,2
Automobile für die Welt,1977,2
4th Dimension,1977,2
The Cattlemen,1977,2
Marrakesh,1978,2
Win Place Show,1978,2
English Civil War,1978,2
System 7 Napoleonics,1978,2
Quo Vadis,1978,2
Alcazar,1978,2
Energi,1978,2
The Penguin Book of Card Games,1979,2
Electronic Detective,1979,2
Swordquest,1979,2
Demons,1979,2
Apocalypse: The Game of Nuclear Devastation,1980,2
Interplay,1980,2
One-Page Bulge,1980,2
Wykersham,1980,2
Rommel's Panzers,1980,2
Frontier-6,1980,2
Ringside,1980,2
The Garden Game,1980,2
Slide 5,1980,2
Food Fight,1980,2
SPI Football,1980,2
Diên Biên Phu,1980,2
Attack of the Mutants!,1981,2
Baubylon,1981,2
Outpost Gamma,1981,2
The Roaring 20's,1981,2
Moonstar,1981,2
Avalon Hill Game Company's Game of Trivia,1981,2
French Foreign Legion,1982,2
Helltank Destroyer,1982,2
The Warriors of Batak,1982,2
Monopoly: French,1982,2
E.T.: The Extra-Terrestrial,1982,2
James Clavell's Shogun Card Game,1983,2
Slang Teasers,1983,2
Uisge,1983,2
Globbo!,1983,2
Ganoven Jagd,1983,2
Combots,1983,2
Westminster: The Election Game,1983,2
Drakskatten,1983,2
Superstar Pro Wrestling Game,1984,2
Showbiz,1984,2
Brettfußball,1984,2
Wissens-Spektrum,1984,2
Fantomen,1984,2
Greyhounds,1985,2
Wabbit Wampage,1985,2
How to Host a Murder: The Chicago Caper,1985,2
Lancelot,1985,2
September,1985,2
Fuldrigger,1985,2
Ancients,1986,2
Manhattan,1986,2
Metric Mile,1986,2
Malawi,1986,2
Sale of the Century Quizzard,1986,2
Winkeladvokat,1986,2
Jorden runt på 80 dagar,1986,2
Ellery Queen's Mystery Magazine Game,1986,2
The ElfQuest Boardgame,1986,2
Emperor's Challenge,1986,2
Battleship: Tactical Capital Ship Combat 1925-1945,1986,2
How to Host a Murder: The Class of '54,1987,2
Mini Car Wars,1987,2
Scan,1987,2
Legend of Camelot,1987,2
Electric Jeopardy Game,1987,2
Zug nach Westen,1987,2
Fore: The Golf Game,1987,2
Gettysburg (125th Anniversary Edition),1988,2
Heartthrob,1988,2
Maloney's Inheritance,1988,2
Star Wars Lightsaber Dueling,1988,2
Эрудит,1988,2
Omnigon,1988,2
Cloak & Dagger,1988,2
Le Docte Rat,1988,2
Timberland,1989,2
Joakim von Ankas fantastiska affärer,1989,2
Murphy,1989,2
Palabra,1990,2
Ace of Aces: Jet Eagles,1990,2
Three For All!,1990,2
Römer,1990,2
Trivial Pursuit: 1960's Edition,1990,2
Myth Fortunes,1990,2
Columbus,1991,2
Knots,1991,2
Electronic Dream Phone,1991,2
Vendetta,1991,2
Candidate,1991,2
Star Fist,1991,2
Speculation,1992,2
New Rules for Classic Games,1992,2
Ancients II,1992,2
Salvo II,1992,2
Warhammer: The Game of Fantasy Battles (Fourth Edition),1992,2
Marvel Super Heroes Game,1992,2
Salvo!,1992,2
Royalists & Roundheads II,1992,2
Murphy's Magic Island,1992,2
How to Host a Mystery: Star Trek - The Next Generation,1992,2
Stamp,1992,2
Distant Seas: The Merchant Marine Game,1992,2
Trivial Pursuit: TV Edition - 4.800 Questions and Answers,1992,2
Magiczny Miecz,1993,2
Footmania,1993,2
Backpacks and Blisters,1993,2
Orbit,1993,2
Zankapfel,1993,2
Modigliani,1993,2
Quest for the Faysylwood,1993,2
Dragon Lords,1993,2
RisiKo! Edizione Torneo,1993,2
Mastermind Challenge,1993,2
Home Improvement,1993,2
Clontarf,1993,2
Trivial Pursuit: All American Edition,1993,2
Nizza,1993,2
Ali Baba,1993,2
Wettstreit der Baumeister,1994,2
Crusades II,1994,2
Make 7,1994,2
Celebrity Head,1994,2
Edge City,1994,2
Picture Pursuit,1994,2
Das Motorsportspiel,1995,2
Keywood,1995,2
Creeper,1995,2
Nuba,1995,2
The Dragon’s Wrath,1995,2
Bethump'd with Words,1995,2
Bombs Away,1995,2
Ultimate Combat!,1995,2
Wing Commander,1995,2
Fantasy Adventures,1995,2
Star of the Guardians,1995,2
Members Only,1996,2
CrossCribb,1996,2
Formula D,1996,2
How to Host a Murder: Roman Ruins,1996,2
Safe Return Doubtful,1996,2
Totopoli,1996,2
Redemption: City of Bondage,1996,2
Triolet,1996,2
RisiKard!,1996,2
Trivial Pursuit Junior Fourth Edition,1996,2
Portal,1997,2
Brother against Brother,1997,2
Alpha Playing Cards,1997,2
Pirates des Caraïbes,1997,2
rioMino,1997,2
Stealth Chess,1997,2
Monopoly: The Heirloom Edition,1997,2
Lang lebe der König!,1997,2
Mad About Movies!,1997,2
Monopoly: NASCAR,1997,2
Monopoly: Hong Kong,1997,2
Monopoly: Batman & Robin,1997,2
Space Station Zemo,1998,2
Business,1998,2
Death Angel,1998,2
Nanuuk!,1998,2
Code Breaker,1998,2
Trivial Pursuit: Know-It-All Edition,1998,2
Alles Futsch,1998,2
Monopoly: The Wizard of Oz - Collector's Edition,1998,2
Titanic,1998,2
Alpha Blitz,1998,2
Monopoly: Star Trek The Next Generation,1998,2
Autoscooter,1999,2
Volltreffer,1999,2
Final Fantasy VIII: Triple Triad,1999,2
Die Erben von Hoax,1999,2
Plagio,1999,2
HellRail: Second Perdition,1999,2
Classic Battletech RPG,1999,2
Explosiv,1999,2
Mückenstich,1999,2
Chaos Tiles,1999,2
Warhammer Warriors: Kal Jerico,1999,2
Dry Gulch,1999,2
Zwickern,1999,2
Monopoly: Justice League of America,1999,2
Four Real,1999,2
Monopoly: Marvel Comics,1999,2
Bladder,2000,2
Lunatix Loop,2000,2
Laguna,2000,2
French Foreign Legion,2000,2
Dragon Ball Z CCG,2000,2
Coppertwaddle,2000,2
Sailor Moon CCG,2000,2
Scattergories: Bible Edition,2000,2
Adeptus Titanicus II,2000,2
Blurt! Card Game,2000,2
Monopoly: Las Vegas,2000,2
Der Alchimist,2000,2
Haps,2000,2
Monopoly: New Zealand,2000,2
Big Shot,2001,2
Z-G,2001,2
Auweier,2001,2
Blackrock Castle,2001,2
Neutreeko,2001,2
Snarf Quest,2001,2
Frag Deadlands,2001,2
Goldrush-City,2001,2
Stop,2001,2
Dark Side,2001,2
Cortez,2001,2
Star Wars: Jedi Knights CCG,2001,2
Bionicle Adventure Game: Quest For Makuta,2001,2
GolfProfi,2002,2
Mesopotamia:  Birth of Civilisation,2002,2
Grand Prix: F1,2002,2
Giant Monster Rampage,2002,2
Marvel Heroclix: Infinity Challenge - Premiere Edition,2002,2
Time Line,2002,2
Diceland,2002,2
Line Up!,2002,2
San Gimignano,2002,2
När & Fjärran,2002,2
El Capitán Alatriste,2002,2
Monopoly: Disney Theme Park,2002,2
Robot Wars: The Game,2002,2
Monopoly: America Special Edition,2002,2
Monopoly: Star Wars Episode II,2002,2
Odds'R,2002,2
Saint or Sinner?,2002,2
Feurio!,2003,2
Colorku,2003,2
In 80 Karten um die Welt,2003,2
Battles of the Ancient World: Marathon and Granicus,2003,2
Horus Heresy (2003),2003,2
InterUrban,2003,2
Constellation,2003,2
Master and Commander: The Far Side of the World,2003,2
Adversity,2003,2
Daring Eagle,2003,2
Impact,2003,2
Sillage,2003,2
Dante's Inferno,2003,2
Defiant Russia,2004,2
Empyrean. Inc.,2004,2
Iglu Iglu,2004,2
Pirates & Plunder,2004,2
Darter,2004,2
Scottish Highland Whisky Race,2004,2
Keep Cool,2004,2
Vulkan!,2004,2
Dracula's Revenge,2004,2
Bad Hollywood,2004,2
Eesti mälumäng,2004,2
Sharur: Evolutions,2004,2
For Honor and Glory: War of 1812 Land and Naval Battles,2005,2
Marquis,2005,2
The Nightmare Before Christmas TCG,2005,2
Anno Domini: Gesundheit und Ernährung,2005,2
Karo,2005,2
Square on Sale,2005,2
Settlers of Catan: Rockman Edition,2005,2
Big Manitou,2005,2
Battlegroup,2005,2
Les Fils de Samarande,2005,2
Quartile,2005,2
Robber Barons,2005,2
Eastern Front 2,2005,2
Alibi Saknas: Herrgårdsmordet,2005,2
Teen Titans Collectible Card Game,2005,2
Trivial Pursuit: The 90s,2005,2
Fredericus,2005,2
Hidden Conflict,2005,2
Lightning: North Africa,2006,2
Glik,2006,2
Vroeger of Later,2006,2
New York Central,2006,2
Save the Treasure of Fairy Tales,2006,2
Kannibohne,2006,2
Tranquility Base,2006,2
Forceball,2006,2
25 Words or Less: People. Places and Things Edition,2006,2
For Bloody Honor: The Russian Civil War,2006,2
HeroCard Cyberspace,2006,2
Fatal Rendez Vous,2006,2
Transport,2006,2
Mona Lisa Mysteries,2006,2
Top oder Flop,2006,2
Cluedo Party: Tudor Mansion Edition,2006,2
Česko. otázky a odpovědi,2006,2
Laser Battle,2006,2
Les Cabanes de M'sieur Robinson,2006,2
PerplexCity: The Boardgame,2006,2
Narnia Risk Junior,2006,2
Trivial Pursuit: Music Edition 1990-Now - Bite-size,2006,2
Guru,2006,2
Section X,2006,2
Elementalis,2006,2
Cálico Electrónico: El juego de cartas,2006,2
Inside,2007,2
Kamon,2007,2
Stratego Fortress,2007,2
Battleground Fantasy Warfare: Umenzi Tribesmen,2007,2
Clue:  The Twilight Zone - Tower of Terror,2007,2
Stratego: Marvel Heroes,2007,2
Kámen - Zbraně - Papír,2007,2
Monopoly: Tropical Tycoon DVD Game,2007,2
Quadrago,2007,2
Tako Judo,2007,2
Malaya: V-Mail Postcard Game #1,2007,2
Octego,2007,2
Upwords Deluxe,2007,2
Fackel+Keule,2007,2
Bookchase,2007,2
Penguin Soccer,2007,2
Aapep,2007,2
Warriors of the Promised Land,2007,2
Scene It? Pirates of the Caribbean,2007,2
The Witcher,2007,2
Napoleonic Battles: Austerlitz 1805,2007,2
The Really Nasty Golf Game,2007,2
Scandaroon,2007,2
Decktet,2008,2
Middle Kingdom,2008,2
Talat,2008,2
Genji,2008,2
Song of Drums and Shakos,2008,2
College Basketball Dynasty,2008,2
Anno Domini: Showbizz,2008,2
Quincunx,2008,2
Wizards of Mickey CCG,2008,2
Albion 20,2008,2
Amerigo,2008,2
Element,2008,2
Legends of the High Seas,2008,2
Beim Jupiter: Göttliche Sticheleien,2008,2
First Blood: Second Marne. 15 July 1918,2008,2
Palio,2008,2
Innsmouth Escape,2008,2
Gongor Whist,2008,2
Slush Fund,2008,2
Swashbuckled!,2008,2
Accused! Getting Away With Murder?,2008,2
Domo Caption This! Game,2008,2
Rolit Travel,2008,2
Don't Say It,2008,2
Serendipity,2008,2
The Dangerous Book for Boys Game,2008,2
Inwigilacja Luksusowa,2008,2
Aku Ankka,2008,2
Ubongo 3D,2009,2
Days of Steam,2009,2
Anima: Twilight of the Gods,2009,2
Austerlitz 20,2009,2
The Aztec Market,2009,2
Mutton,2009,2
Schwarzes Gold,2009,2
Pentalath,2009,2
Death Note Investigation Card Game,2009,2
Consensus Movie Edition,2009,2
The Battle of Red Cliffs,2009,2
Greenrock Village: Tatort - Hotel,2009,2
Mapominoes: Africa,2009,2
Martians!!!,2009,2
Beugró,2009,2
Monopoly: The Nightmare Before Christmas,2009,2
Trivial Pursuit: The Beatles Collector's Edition,2009,2
Life's a Pitch,2009,2
Inquisitio,2009,2
Monopoly: Family Game Night Championship Edition,2009,2
Undercover in Europa,2009,2
The Tower of Mystery,2009,2
"Admiral Ackbar ""It's a TRAP!"" GAME",2009,2
Ottoman Sunset: The Great War in the Near East,2010,2
Perplexus Epic,2010,2
RRR,2010,2
Star Borders: Humanity,2010,2
Repello,2010,2
Ablaze!,2010,2
